Level	Source Paper	Direction	Raw Title	Title	Link	Year	Filter	Triage	Initial Selection	Final Selection
1	indentation simply a matter of style or support for program comprehension	Forward	Developing eye tracking methods for detecting source code comprehension strategies	developing eye tracking methods for detecting source code comprehension strategies	https://scholar.archive.org/work/zducek4nc5ajnmfe3lzvq6isae/access/wayback/https://duepublico2.uni-due.de/servlets/MCRFileNodeServlet/duepublico_derivate_00073365/Diss_Deitelhoff.pdf	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Developing Kanban board backend by using Django web framework	developing kanban board backend by using django web framework	https://www.theseus.fi/handle/10024/781243	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Developing Software Forensics Standards for Collaborative eLearning Systems	developing software forensics standards for collaborative elearning systems	http://eprints.kfupm.edu.sa/9255	2003	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Development of Program Comprehension Skills by Novice Programmers–Longitudinal Eye Tracking Studies	development of program comprehension skills by novice programmerslongitudinal eye tracking studies	https://www.ceeol.com/search/article-detail?id=914749	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Backward	Discipline matters: refactoring of preprocessor directives in the #ifdef hell	discipline matters refactoring of preprocessor directives in the ifdef hell	https://ieeexplore.ieee.org/abstract/document/7888579/?casa_token=TO5F22IlKx4AAAAA:8QCIAdVVqmgymV7WM_AK8COthyN8fG4iU5kBldWQBnSS2mHLJGJVlKrP_9jrhGqLFnIi3Ho4tRh9	2018	Ok	Not Acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Backward	Disconnexion Syndromes in Animals and Man	disconnexion syndromes in animals and man	https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=bc8ebb0f4ba608dc58cf37dc39ae1f71671e8ca6	1965	Old	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Displaying and editing source code in software engineering environments	displaying and editing source code in software engineering environments	http://www.eiti.uottawa.ca/~tcl/papers/coset2000/coset2000.pdf#page=39	2000	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Distilling neural representations of data structure manipulation using fMRI and fNIRS	distilling neural representations of data structure manipulation using fmri and fnirs	https://ieeexplore.ieee.org/abstract/document/8812086/	2019	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Backward	Divided Representation of Concurrent Goals in the Human Frontal Lobes	divided representation of concurrent goals in the human frontal lobes	http://scholar.google.com/scholar?hl=en&q=Sylvain+Charron+and+Etienne+Koechlin.+2010.+Divided+Representation+of+Concurrent+Goals+in+the+Human+Frontal+Lobes.+Science+328%2C+5976+%2816+April+2010%29%2C+360%E2%80%93363.	2010	Ok	Not acceptable	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Backward	Do background colors improve program comprehension in the #ifdef hell	do background colors improve program comprehension in the ifdef hell	https://doi.org/10.1007%2Fs10664-012-9208-x	2013	Ok	Acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Do class comments aid java program understanding?	do class comments aid java program understanding	https://ieeexplore.ieee.org/abstract/document/1263332/	2003	Ok	Maybe	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Do people prefer" natural" code?	do people prefer natural code	https://arxiv.org/abs/1910.03704	2019	Ok	Acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	Do people prefer" natural" code?	do people prefer natural code	https://arxiv.org/abs/1910.03704	2019	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Do People Use Naming Conventions in SQL Programming?	do people use naming conventions in sql programming	https://link.springer.com/chapter/10.1007/978-3-030-38919-2_35	2020	Ok	Acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Do programmers prefer predictable expressions in code?	do programmers prefer predictable expressions in code	https://onlinelibrary.wiley.com/doi/abs/10.1111/cogs.12921	2020	Ok	Acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	Do programmers prefer predictable expressions in code?	do programmers prefer predictable expressions in code	https://onlinelibrary.wiley.com/doi/abs/10.1111/cogs.12921	2020	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Do Structured Flowcharts Outperform Pseudocode? Evidence From Eye Movements	do structured flowcharts outperform pseudocode evidence from eye movements	https://ieeexplore.ieee.org/abstract/document/9994685/	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Forward	Documenting for Program Comprehension in Agile Software Development	documenting for program comprehension in agile software development	https://www.diva-portal.org/smash/record.jsf?pid=diva2:1312327	2011	Ok	Not acceptable	Not acceptable	Not acceptable
1	impacts of coding practices on readability	Forward	Does code review really remove coding convention violations?	does code review really remove coding convention violations	https://ieeexplore.ieee.org/abstract/document/9252011/	2020	Ok	Acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Does signaling help professional programmers read and understand computer programs	does signaling help professional programmers read and understand computer programs	https://books.google.com.br/books?hl=pt-BR&lr=&id=KT_bpSSJBgcC&oi=fnd&pg=PA82&ots=xRqx9StymC&sig=dkhhX65kiR-aoaX3NZsc5lyCQ5Q	1991	Ok	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Does signaling help professional programmers read and understand computer programs	does signaling help professional programmers read and understand computer programs	https://books.google.com.br/books?hl=pt-BR&lr=&id=KT_bpSSJBgcC&oi=fnd&pg=PA82&ots=xRrr8QpxmE&sig=LUKvvVGO1U64nWbKNNDPtVYV3d4	1991	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Does syntax highlighting help programming novices?	does syntax highlighting help programming novices	https://link.springer.com/article/10.1007/s10664-017-9579-0	2018	Ok	Not Acceptable	Not Acceptable	Not Acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Backward	Does the discipline of preprocessor annotations matter a controlled experiment	does the discipline of preprocessor annotations matter a controlled experiment	https://dl.acm.org/doi/abs/10.1145/2517208.2517215?casa_token=vLYBqwrqxzoAAAAA:8UVTDsCYV-ewcyJyRV9kkPoA1fU-C5OiykEzSq22dBNAWiFY1GXYmtd9DBM_XQH62qFBUImr0ovnBkg	2013	Ok	Acceptable	Not acceptable	Not acceptable
1	impacts of coding practices on readability	Forward	Does the introduction of lambda expressions improve the comprehension of java programs?	does the introduction of lambda expressions improve the comprehension of java programs	https://dl.acm.org/doi/abs/10.1145/3350768.3350791	2019	Ok	Acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	Does the introduction of lambda expressions improve the comprehension of java programs?	does the introduction of lambda expressions improve the comprehension of java programs	https://dl.acm.org/doi/abs/10.1145/3350768.3350791	2019	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Does the" Refactor to Understand" reverse engineering pattern improve program comprehension?	does the refactor to understand reverse engineering pattern improve program comprehension	https://ieeexplore.ieee.org/abstract/document/1402151/	2005	Ok	Not Acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Does the" Refactor to Understand" reverse engineering pattern improve program comprehension?	does the refactor to understand reverse engineering pattern improve program comprehension	https://ieeexplore.ieee.org/abstract/document/1402151/	2005	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Backward	DRESREM 2: An Analysis System for Multi-document Software Review Using Reviewers' Eye Movements	dresrem 2 an analysis system for multidocument software review using reviewers eye movements	https://ieeexplore.ieee.org//document/4668106	2008	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Backward	Dresrem 2: an analysis system for multi-document software review using reviewers’ eye movements	dresrem 2 an analysis system for multidocument software review using reviewers eye movements	https://ieeexplore.ieee.org/abstract/document/4668106/?casa_token=2wOaq3Fxz3wAAAAA:_DhVA_VLmeAQVodW92iofLQnIi7xi0S8lCUVED40WYjVv1N619yXCtieFL8i_EOh1oxZT52E45X2	2008	Duplicate	Not acceptable	Not acceptable	Not acceptable
